geometry,long_,issue_date,vehicle_ma,badge_numb,street_nam,objectid,issue_full,plate_type,route,license_st,comment_,vehicle_co,ticket_loc,lat,issue_time,violation_,violation1,vehicle_st,street_num,issue_agen,fine_amt
POINT (-71.0712 42.3523),-71.0712,2015-02-23T00:00:00.000Z,NISS,227,ARLINGTON ST,2796,2015-02-23T20:23:00.000Z,PA,B01,MA,,1,18 ARLINGTON ST,42.3523,1899-12-30T15:23:00.000Z,92,METER FEE UNPAID,4D,18,1,25
POINT (-71.0512 42.3569),-71.0512,2015-02-27T00:00:00.000Z,FORD,126,HIGH ST,11888,2015-02-27T16:51:00.000Z,CO,A14,MA,NO STOPPING - ANYTIME,8,HIGH ST / SURFACE RD,42.3569,1899-12-30T11:51:00.000Z,14,NO STOP OR STAND,PU,0,1,75
POINT (-71.114 42.2987),-71.114,2015-02-26T00:00:00.000Z,MAZD,116,HYDE PARK AVE,7274,2015-02-26T17:09:00.000Z,PA,JP,MA,EXP: 06/14. INITIAL FAILURE 06/17/14,6,54 HYDE PARK AVE,42.2987,1899-12-30T12:09:00.000Z,323,EXPIRED INSPECTION,4D,54,1,40
POINT (-71.0687 42.343),-71.0687,2015-02-27T00:00:00.000Z,VOLK,234,SHAWMUT AVE,4494,2015-02-27T11:41:00.000Z,PA,B11,MA,ANGLE PARKING PROHIBITED,1,272 SHAWMUT AVE,42.343,1899-12-30T06:41:00.000Z,23,OTHER,4D,272,1,15
POINT (-71.0553 42.3754),-71.0553,2015-02-25T00:00:00.000Z,BUIC,117,SIXTH STREET,15073,2015-02-25T22:55:00.000Z,PA,CHAS,MA,,8,SIXTH STREET / 3RD AVE,42.3754,1899-12-30T17:55:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0837 42.3495),-71.0837,2015-02-28T00:00:00.000Z,KIA,235,NEWBURY ST,4495,2015-02-28T18:32:00.000Z,,B06,OH,,1,273 NEWBURY ST,42.3495,1899-12-30T13:32:00.000Z,38,LOADING ZONE,4D,273,1,55
POINT (-71.0591 42.3544),-71.0591,2015-02-27T00:00:00.000Z,GMC,138,ARCH ST,9730,2015-02-27T15:51:00.000Z,PA,A16,MA,X                                     IM. 7.    MISUSE.    OF.    PLACARD,1,ARCH ST / SUMMER ST,42.3544,1899-12-30T10:51:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0977 42.3501),-71.0977,2015-02-27T00:00:00.000Z,TOYT,149,DEERFIELD ST,10898,2015-02-27T15:52:00.000Z,PA,C01,MA,,8,DEERFIELD ST / BAY STATE ROAD,42.3501,1899-12-30T10:52:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0531 42.3553),-71.0531,2015-02-23T00:00:00.000Z,SUBA,149,HIGH ST,1358,2015-02-23T15:44:00.000Z,PA,A13,MA,,8,125 HIGH ST,42.3553,1899-12-30T10:44:00.000Z,92,METER FEE UNPAID,4D,125,1,25
POINT (-71.0712 42.3523),-71.0712,2015-02-23T00:00:00.000Z,NISS,227,ARLINGTON ST,2797,2015-02-23T20:23:00.000Z,PA,B01,MA,EXP: 0313,1,18 ARLINGTON ST,42.3523,1899-12-30T15:23:00.000Z,322,EXPIRED/NO PLATE,4D,18,1,40
POINT (-71.0512 42.3569),-71.0512,2015-02-25T00:00:00.000Z,VOLV,126,HIGH ST,11889,2015-02-25T21:42:00.000Z,PA,A14,MA,,8,HIGH ST / SURFACE RD,42.3569,1899-12-30T16:42:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0301 42.3641),-71.0301,2015-02-27T00:00:00.000Z,SATU,275,JEFFRIES ST,7275,2015-02-27T21:05:00.000Z,PA,EB,MA,,8,54 JEFFRIES ST,42.3641,1899-12-30T16:05:00.000Z,329,OVER POST LIM-ZONE B,4D,54,1,25
POINT (-71.0553 42.3754),-71.0553,2015-02-26T00:00:00.000Z,LEXU,117,SIXTH STREET,15074,2015-02-27T00:26:00.000Z,PA,CHAS,MA,INVALID PERMIT: C120745. METER ACCESSIBLE,3,SIXTH STREET / 3RD AVE,42.3754,1899-12-30T19:26:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0488 42.3396),-71.0488,2015-02-25T00:00:00.000Z,FORD,187,W 2ND ST,4500,2015-02-25T05:54:00.000Z,PA,SB,MA,EXP: 01/2015,8,273 W 2ND ST,42.3396,1899-12-30T00:54:00.000Z,323,EXPIRED INSPECTION,4D,273,1,40
POINT (-71.0531 42.3553),-71.0531,2015-02-27T00:00:00.000Z,JEEP,126,HIGH ST,1359,2015-02-27T16:37:00.000Z,PA,A14,MA,,8,125 HIGH ST,42.3553,1899-12-30T11:37:00.000Z,92,METER FEE UNPAID,4D,125,1,25
POINT (-71.0591 42.3544),-71.0591,2015-02-27T00:00:00.000Z,UNKN,138,ARCH ST,9731,2015-02-27T15:12:00.000Z,CO,A16,MA,,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T10:12:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0977 42.3501),-71.0977,2015-02-26T00:00:00.000Z,BMW,149,DEERFIELD ST,10899,2015-02-26T16:39:00.000Z,PA,C01,MA,,7,DEERFIELD ST / BAY STATE ROAD,42.3501,1899-12-30T11:39:00.000Z,314,CROSSWALK,2D,0,1,85
POINT (-71.0591 42.3544),-71.0591,2015-02-24T00:00:00.000Z,UNKN,138,ARCH ST,9732,2015-02-24T19:21:00.000Z,,F01,IN,,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T14:21:00.000Z,23,OTHER,TK,0,1,15
POINT (-71.0712 42.3523),-71.0712,2015-02-26T00:00:00.000Z,HOND,241,ARLINGTON ST,2798,2015-02-26T14:03:00.000Z,PA,B01,MA,VERIFIED AS PAID IN ZONE 505 @ 02/26/2015 09:04:06 AM VIA PASSPORT PARKING,1,18 ARLINGTON ST,42.3523,1899-12-30T09:03:00.000Z,92,METER FEE UNPAID,4D,18,1,25
POINT (-71.0531 42.3553),-71.0531,2015-02-25T00:00:00.000Z,CHEV,195,HIGH ST,1360,2015-02-25T13:21:00.000Z,CO,A14,MA,,7,125 HIGH ST,42.3553,1899-12-30T08:21:00.000Z,92,METER FEE UNPAID,VN,125,1,25
POINT (-71.0512 42.3569),-71.0512,2015-02-27T00:00:00.000Z,FORD,126,HIGH ST,11890,2015-02-27T16:48:00.000Z,CO,A14,MA,,8,HIGH ST / SURFACE RD,42.3569,1899-12-30T11:48:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0488 42.3396),-71.0488,2015-02-26T00:00:00.000Z,FORD,251,W 2ND ST,4501,2015-02-26T06:14:00.000Z,PA,SB,MA,EXP: 01/15,8,273 W 2ND ST,42.3396,1899-12-30T01:14:00.000Z,323,EXPIRED INSPECTION,4D,273,1,40
POINT (-71.0301 42.3641),-71.0301,2015-02-26T00:00:00.000Z,SATU,275,JEFFRIES ST,7276,2015-02-26T20:16:00.000Z,PA,EB,MA,,8,54 JEFFRIES ST,42.3641,1899-12-30T15:16:00.000Z,329,OVER POST LIM-ZONE B,4D,54,1,25
POINT (-71.0971 42.349),-71.0971,2015-02-26T00:00:00.000Z,MAZD,278,DEERFIELD ST,10900,2015-02-26T20:40:00.000Z,PA,C02,MA,,1,DEERFIELD ST / COMMONWEALTH AVE,42.349,1899-12-30T15:40:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0553 42.3754),-71.0553,2015-02-27T00:00:00.000Z,LEXU,117,SIXTH STREET,15075,2015-02-28T00:24:00.000Z,PA,CHAS,MA,METER ACCESSIBLE,7,SIXTH STREET / 3RD AVE,42.3754,1899-12-30T19:24:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0591 42.3544),-71.0591,2015-02-27T00:00:00.000Z,GMC,138,ARCH ST,9733,2015-02-27T13:22:00.000Z,CO,A16,MA,,2,ARCH ST / SUMMER ST,42.3544,1899-12-30T08:22:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.1288 42.3545),-71.1288,2015-02-25T00:00:00.000Z,CHEV,109,ASHFORD ST,2799,2015-02-25T06:22:00.000Z,PA,F01,MA,,8,18 ASHFORD ST,42.3545,1899-12-30T01:22:00.000Z,316,SIDEWALK,4D,18,1,65
POINT (-71.0512 42.3569),-71.0512,2015-02-25T00:00:00.000Z,GMC,126,HIGH ST,11891,2015-02-25T16:51:00.000Z,CO,A14,MA,,7,HIGH ST / SURFACE RD,42.3569,1899-12-30T11:51:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0591 42.3544),-71.0591,2015-02-24T00:00:00.000Z,FORD,138,ARCH ST,9734,2015-02-24T15:04:00.000Z,CO,A16,MA,,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T10:04:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0595 42.352),-71.0595,2015-02-23T00:00:00.000Z,HOND,294,KINGSTON ST,1361,2015-02-24T00:53:00.000Z,PA,A20,MA,,1,125 KINGSTON ST,42.352,1899-12-30T19:53:00.000Z,92,METER FEE UNPAID,4D,125,1,25
POINT (-71.0612 42.3507),-71.0612,2015-02-23T00:00:00.000Z,FORD,294,KNEELAND ST,7277,2015-02-23T17:44:00.000Z,CO,A20,MA,,7,54 KNEELAND ST,42.3507,1899-12-30T12:44:00.000Z,92,METER FEE UNPAID,VN,54,1,25
POINT (-71.0971 42.349),-71.0971,2015-02-26T00:00:00.000Z,NISS,278,DEERFIELD ST,10901,2015-02-26T20:41:00.000Z,,C02,CT,,1,DEERFIELD ST / COMMONWEALTH AVE,42.349,1899-12-30T15:41:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0553 42.3754),-71.0553,2015-02-24T00:00:00.000Z,JEEP,117,SIXTH STREET,15076,2015-02-24T18:28:00.000Z,PA,CHAS,MA,METER ACCESSIBLE,1,SIXTH STREET / 3RD AVE,42.3754,1899-12-30T13:28:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-25T00:00:00.000Z,FORD,114,BLOSSOM ST,2802,2015-02-25T18:10:00.000Z,CO,A06,MA,,7,18 BLOSSOM ST,42.3617,1899-12-30T13:10:00.000Z,99,OVER METER LIMIT,VN,18,1,25
POINT (-71.0488 42.3396),-71.0488,2015-02-24T00:00:00.000Z,FORD,251,W 2ND ST,4502,2015-02-24T05:47:00.000Z,PA,SB,MA,EXP: 01/15,8,273 W 2ND ST,42.3396,1899-12-30T00:47:00.000Z,323,EXPIRED INSPECTION,4D,273,1,40
POINT (-71.0617 42.3752),-71.0617,2015-02-24T00:00:00.000Z,CHEV,117,MONUMENT AVE,7278,2015-02-24T21:34:00.000Z,PA,CHAS,MA,,8,54 MONUMENT AVE,42.3752,1899-12-30T16:34:00.000Z,63,RESIDENT PARK ONLY,4D,54,1,40
POINT (-71.0512 42.3569),-71.0512,2015-02-24T00:00:00.000Z,FORD,126,HIGH ST,11892,2015-02-24T19:06:00.000Z,PA,A14,MA,DUPLICATE CITATION,1,HIGH ST / SURFACE RD,42.3569,1899-12-30T14:06:00.000Z,14,NO STOP OR STAND,4D,0,1,75
POINT (-71.0591 42.3544),-71.0591,2015-02-25T00:00:00.000Z,AUDI,142,ARCH ST,9735,2015-02-25T15:00:00.000Z,PA,A20,MA,,8,ARCH ST / SUMMER ST,42.3544,1899-12-30T10:00:00.000Z,313,HYDRANT,4D,0,1,100
POINT (-71.0595 42.352),-71.0595,2015-02-23T00:00:00.000Z,TOYT,294,KINGSTON ST,1362,2015-02-23T18:04:00.000Z,PA,A20,MA,,8,125 KINGSTON ST,42.352,1899-12-30T13:04:00.000Z,92,METER FEE UNPAID,4D,125,1,25
POINT (-71.0971 42.349),-71.0971,2015-02-27T00:00:00.000Z,FRHT,256,DEERFIELD ST,10902,2015-02-27T15:47:00.000Z,CO,C02,MA,NO STOPPING - ANYTIME,1,DEERFIELD ST / COMMONWEALTH AVE,42.349,1899-12-30T10:47:00.000Z,14,NO STOP OR STAND,TK,0,1,75
POINT (-71.0751 42.3399),-71.0751,2015-03-01T00:00:00.000Z,TOYT,370,W NEWTON ST,7279,2015-03-02T03:36:00.000Z,PA,E04,MA,EXP: 02/15,8,54 W NEWTON ST,42.3399,1899-12-30T22:36:00.000Z,322,EXPIRED/NO PLATE,4D,54,1,40
POINT (-71.0512 42.3569),-71.0512,2015-02-27T00:00:00.000Z,FORD,126,HIGH ST,11893,2015-02-27T20:03:00.000Z,CO,A14,MA,,8,HIGH ST / SURFACE RD,42.3569,1899-12-30T15:03:00.000Z,99,OVER METER LIMIT,VN,0,1,25
POINT (-71.0809 42.3535),-71.0809,2015-02-26T00:00:00.000Z,NISS,213,BEACON ST,4503,2015-02-27T01:16:00.000Z,PA,B03,MA,,8,274 BEACON ST,42.3535,1899-12-30T20:16:00.000Z,63,RESIDENT PARK ONLY,4D,274,1,40
POINT (-71.1005 42.3343),-71.1005,2015-02-23T00:00:00.000Z,FORD,179,SMITH ST,15077,2015-02-23T15:10:00.000Z,CO,D04,MA,NO STOPPING - ANYTIME,7,SMITH ST / ST ALPHONSUS ST,42.3343,1899-12-30T10:10:00.000Z,14,NO STOP OR STAND,TK,0,1,75
POINT (-71.0672 42.3617),-71.0672,2015-02-24T00:00:00.000Z,HOND,299,BLOSSOM ST,2803,2015-02-24T23:32:00.000Z,PA,A05,MA,,4,18 BLOSSOM ST,42.3617,1899-12-30T18:32:00.000Z,92,METER FEE UNPAID,4D,18,1,25
POINT (-71.0586 42.3514),-71.0586,2015-02-27T00:00:00.000Z,MERZ,116,LINCOLN ST,1363,2015-02-27T20:24:00.000Z,PA,A21,MA,,8,125 LINCOLN ST,42.3514,1899-12-30T15:24:00.000Z,99,OVER METER LIMIT,4D,125,1,25
POINT (-71.0971 42.349),-71.0971,2015-02-26T00:00:00.000Z,ROVE,278,DEERFIELD ST,10903,2015-02-26T20:39:00.000Z,PA,C02,MA,,7,DEERFIELD ST / COMMONWEALTH AVE,42.349,1899-12-30T15:39:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0591 42.3544),-71.0591,2015-02-27T00:00:00.000Z,UNKN,138,ARCH ST,9736,2015-02-27T19:07:00.000Z,CO,A16,MA,,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T14:07:00.000Z,51,W/IN 20 FT INTERSECT,4D,0,1,40
POINT (-71.0809 42.3535),-71.0809,2015-02-25T00:00:00.000Z,MERZ,112,BEACON ST,4504,2015-02-25T11:32:00.000Z,,B08,NY,,7,274 BEACON ST,42.3535,1899-12-30T06:32:00.000Z,63,RESIDENT PARK ONLY,4D,274,1,40
POINT (-71.067 42.3373),-71.067,2015-02-28T00:00:00.000Z,CHEV,367,ALBANY ST,7280,2015-02-28T22:36:00.000Z,PA,E01,MA,,8,540 ALBANY ST,42.3373,1899-12-30T17:36:00.000Z,92,METER FEE UNPAID,4D,540,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-23T00:00:00.000Z,NISS,114,BLOSSOM ST,2804,2015-02-23T18:16:00.000Z,PA,A06,MA,,1,18 BLOSSOM ST,42.3617,1899-12-30T13:16:00.000Z,99,OVER METER LIMIT,4D,18,1,25
POINT (-71.0809 42.3535),-71.0809,2015-02-27T00:00:00.000Z,ISUZ,367,BEACON ST,4505,2015-02-28T01:07:00.000Z,,B03,RI,,8,274 BEACON ST,42.3535,1899-12-30T20:07:00.000Z,63,RESIDENT PARK ONLY,4D,274,1,40
POINT (-71.0591 42.3544),-71.0591,2015-02-24T00:00:00.000Z,TOYT,138,ARCH ST,9737,2015-02-24T15:03:00.000Z,,A16,NH,MACHINE  ERROR,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T10:03:00.000Z,92,METER FEE UNPAID,BS,0,1,25
POINT (-71.0629 42.3595),-71.0629,2015-02-26T00:00:00.000Z,FORD,438,DERNE ST,10905,2015-02-26T18:26:00.000Z,PA,A03,MA,,8,DERNE ST / BOWDOIN ST,42.3595,1899-12-30T13:26:00.000Z,313,HYDRANT,2D,0,1,100
POINT (-71.067 42.3373),-71.067,2015-02-25T00:00:00.000Z,CHEV,186,ALBANY ST,7281,2015-02-25T21:11:00.000Z,PA,E07,MA,,3,540 ALBANY ST,42.3373,1899-12-30T16:11:00.000Z,92,METER FEE UNPAID,4D,540,1,25
POINT (-71.0615 42.3583),-71.0615,2015-02-26T00:00:00.000Z,SUBA,368,SOMERSET ST,15078,2015-02-26T19:25:00.000Z,CO,A10,MA,,1,SOMERSET ST / BEACON ST,42.3583,1899-12-30T14:25:00.000Z,313,HYDRANT,4D,0,1,100
POINT (-71.0672 42.3617),-71.0672,2015-02-25T00:00:00.000Z,FORD,114,BLOSSOM ST,2805,2015-02-25T13:45:00.000Z,CO,A06,MA,,7,18 BLOSSOM ST,42.3617,1899-12-30T08:45:00.000Z,92,METER FEE UNPAID,VN,18,1,25
POINT (-71.0586 42.3514),-71.0586,2015-02-25T00:00:00.000Z,HOND,116,LINCOLN ST,1364,2015-02-25T18:18:00.000Z,,A20,NH,,1,125 LINCOLN ST,42.3514,1899-12-30T13:18:00.000Z,92,METER FEE UNPAID,2D,125,1,25
POINT (-71.0512 42.3569),-71.0512,2015-02-26T00:00:00.000Z,MERZ,126,HIGH ST,11894,2015-02-26T17:37:00.000Z,PA,A14,MA,,1,HIGH ST / SURFACE RD,42.3569,1899-12-30T12:37:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0663 42.3072),-71.0663,2015-02-24T00:00:00.000Z,TOYT,201,BOWDOIN ST,4506,2015-02-24T19:45:00.000Z,PA,DOR,MA,EXP: 01/15,1,274 BOWDOIN ST,42.3072,1899-12-30T14:45:00.000Z,323,EXPIRED INSPECTION,4D,274,1,40
POINT (-71.0967 42.3485),-71.0967,2015-02-27T00:00:00.000Z,CHEV,224,COMMONWEALTH AV,7282,2015-02-27T19:09:00.000Z,CO,C04,MA,,4,540 COMMONWEALTH AV,42.3485,1899-12-30T14:09:00.000Z,92,METER FEE UNPAID,4D,540,1,25
POINT (-71.0586 42.3514),-71.0586,2015-02-25T00:00:00.000Z,TOYT,116,LINCOLN ST,1365,2015-02-25T20:25:00.000Z,PA,A20,MA,,8,125 LINCOLN ST,42.3514,1899-12-30T15:25:00.000Z,99,OVER METER LIMIT,PU,125,1,25
POINT (-71.068 42.361),-71.068,2015-02-27T00:00:00.000Z,CHEV,373,CAMBRIDGE ST,4507,2015-02-27T23:48:00.000Z,PA,A07,MA,,1,274 CAMBRIDGE ST,42.361,1899-12-30T18:48:00.000Z,92,METER FEE UNPAID,4D,274,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-24T00:00:00.000Z,ACUR,259,BLOSSOM ST,2806,2015-02-24T23:29:00.000Z,PA,A06,MA,,1,18 BLOSSOM ST,42.3617,1899-12-30T18:29:00.000Z,92,METER FEE UNPAID,4D,18,1,25
POINT (-71.0632 42.374),-71.0632,2015-02-25T00:00:00.000Z,FORD,117,DEVENS ST,10906,2015-02-25T19:28:00.000Z,CO,CHAS,MA,,7,DEVENS ST / MAIN ST,42.374,1899-12-30T14:28:00.000Z,328,NO PARKING-ZONE B,TK,0,1,25
POINT (-71.0591 42.3544),-71.0591,2015-02-24T00:00:00.000Z,NISS,138,ARCH ST,9738,2015-02-24T17:31:00.000Z,PA,F01,MA,,1,ARCH ST / SUMMER ST,42.3544,1899-12-30T12:31:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0615 42.3583),-71.0615,2015-02-27T00:00:00.000Z,FORD,368,SOMERSET ST,15079,2015-02-27T16:44:00.000Z,,A10,RI,,7,SOMERSET ST / BEACON ST,42.3583,1899-12-30T11:44:00.000Z,38,LOADING ZONE,PU,0,1,55
POINT (-71.0512 42.3569),-71.0512,2015-02-27T00:00:00.000Z,NISS,126,HIGH ST,11895,2015-02-27T16:46:00.000Z,PA,A14,MA,,1,HIGH ST / SURFACE RD,42.3569,1899-12-30T11:46:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0766 42.3514),-71.0766,2015-02-24T00:00:00.000Z,FORD,372,NEWBURY ST,1366,2015-02-24T22:43:00.000Z,PA,B02,MA,,1,125 NEWBURY ST,42.3514,1899-12-30T17:43:00.000Z,313,HYDRANT,4D,125,1,100
POINT (-71.0254 42.3809),-71.0254,2015-02-24T00:00:00.000Z,BMW,202,SARATOGA ST,7285,2015-02-24T17:27:00.000Z,PA,EB,MA,,8,540 SARATOGA ST,42.3809,1899-12-30T12:27:00.000Z,63,RESIDENT PARK ONLY,2D,540,1,40
POINT (-71.0672 42.3617),-71.0672,2015-02-28T00:00:00.000Z,NISS,345,BLOSSOM ST,2807,2015-02-28T17:26:00.000Z,PA,A04,MA,,3,18 BLOSSOM ST,42.3617,1899-12-30T12:26:00.000Z,92,METER FEE UNPAID,4D,18,1,25
POINT (-71.0512 42.3569),-71.0512,2015-02-27T00:00:00.000Z,HOND,126,HIGH ST,11896,2015-02-27T16:49:00.000Z,PA,A14,MA,,1,HIGH ST / SURFACE RD,42.3569,1899-12-30T11:49:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.068 42.361),-71.068,2015-02-24T00:00:00.000Z,FORD,185,CAMBRIDGE ST,4508,2015-02-24T23:53:00.000Z,CO,A08,MA,,8,274 CAMBRIDGE ST,42.361,1899-12-30T18:53:00.000Z,92,METER FEE UNPAID,TK,274,1,25
POINT (-71.0591 42.3544),-71.0591,2015-02-26T00:00:00.000Z,UNKN,138,ARCH ST,9739,2015-02-26T13:10:00.000Z,CO,A16,MA,,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T08:10:00.000Z,92,METER FEE UNPAID,TK,0,1,25
POINT (-71.0573 42.3554),-71.0573,2015-02-24T00:00:00.000Z,UNKN,138,DEVONSHIRE ST,10907,2015-02-24T15:08:00.000Z,PA,A16,MA,REFUSED TICKET. NO STOPPING - ANYTIME,1,DEVONSHIRE ST / FRANKLIN ST,42.3554,1899-12-30T10:08:00.000Z,14,NO STOP OR STAND,4D,0,1,75
POINT (-71.0615 42.3583),-71.0615,2015-02-26T00:00:00.000Z,NISS,368,SOMERSET ST,15080,2015-02-26T19:27:00.000Z,PA,A10,MA,,1,SOMERSET ST / BEACON ST,42.3583,1899-12-30T14:27:00.000Z,38,LOADING ZONE,4D,0,1,55
POINT (-71.0766 42.3514),-71.0766,2015-02-24T00:00:00.000Z,NISS,372,NEWBURY ST,1367,2015-02-25T00:56:00.000Z,PA,B02,MA,,1,125 NEWBURY ST,42.3514,1899-12-30T19:56:00.000Z,313,HYDRANT,4D,125,1,100
POINT (-71.1398 42.3531),-71.1398,2015-02-27T00:00:00.000Z,AUDI,159,CAMBRIDGE ST,7286,2015-02-27T18:44:00.000Z,PA,F04,MA,,8,541 CAMBRIDGE ST,42.3531,1899-12-30T13:44:00.000Z,329,OVER POST LIM-ZONE B,4D,541,1,25
POINT (-71.0512 42.3569),-71.0512,2015-02-25T00:00:00.000Z,FORD,126,HIGH ST,11897,2015-02-25T16:49:00.000Z,CO,A14,MA,,4,HIGH ST / SURFACE RD,42.3569,1899-12-30T11:49:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0573 42.3554),-71.0573,2015-02-26T00:00:00.000Z,INTL,195,DEVONSHIRE ST,10908,2015-02-26T17:08:00.000Z,CO,A14,MA,NO STOPPING - ANYTIME,4,DEVONSHIRE ST / FRANKLIN ST,42.3554,1899-12-30T12:08:00.000Z,14,NO STOP OR STAND,TK,0,1,75
POINT (-71.073 42.2997),-71.073,2015-02-27T00:00:00.000Z,FORD,120,BOWDOIN ST,2808,2015-02-27T21:08:00.000Z,PA,A08,MA,NO STOPPING 4PM TO 6PM MON - FRI. NO STOPPING - RESTRICTIONS,8,18 BOWDOIN ST,42.2997,1899-12-30T16:08:00.000Z,14,NO STOP OR STAND,VN,18,1,75
POINT (-71.0766 42.3514),-71.0766,2015-02-25T00:00:00.000Z,COOP,143,NEWBURY ST,1368,2015-02-25T15:45:00.000Z,PA,B03,MA,,5,125 NEWBURY ST,42.3514,1899-12-30T10:45:00.000Z,313,HYDRANT,2D,125,1,100
POINT (-71.0382 42.338),-71.0382,2015-02-25T00:00:00.000Z,TOYT,110,E 1ST ST,7287,2015-02-25T14:09:00.000Z,PA,SB,MA,,4,541 E 1ST ST,42.338,1899-12-30T09:09:00.000Z,315,LESS 10FT FIRELANE,4D,541,1,100
POINT (-71.032 42.3759),-71.032,2015-02-24T00:00:00.000Z,NISS,202,CHELSEA ST,4509,2015-02-24T15:55:00.000Z,PA,EB,MA,INVALID PERMIT: EB115966,8,274 CHELSEA ST,42.3759,1899-12-30T10:55:00.000Z,329,OVER POST LIM-ZONE B,4D,274,1,25
POINT (-71.0574 42.3507),-71.0574,2015-02-24T00:00:00.000Z,VOLV,116,SOUTH ST,15081,2015-02-24T22:50:00.000Z,PA,A20,MA,,2,SOUTH ST / BEACH ST,42.3507,1899-12-30T17:50:00.000Z,92,METER FEE UNPAID,SW,0,1,25
POINT (-71.0512 42.3569),-71.0512,2015-02-27T00:00:00.000Z,HOND,126,HIGH ST,11898,2015-02-27T20:46:00.000Z,PA,A14,MA,,1,HIGH ST / SURFACE RD,42.3569,1899-12-30T15:46:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0573 42.3554),-71.0573,2015-02-26T00:00:00.000Z,UNKN,138,DEVONSHIRE ST,10909,2015-02-26T16:34:00.000Z,CO,A16,MA,,7,DEVONSHIRE ST / FRANKLIN ST,42.3554,1899-12-30T11:34:00.000Z,23,OTHER,4D,0,1,15
POINT (-71.0591 42.3544),-71.0591,2015-02-27T00:00:00.000Z,CHEV,138,ARCH ST,9740,2015-02-27T13:19:00.000Z,CO,A16,MA,,7,ARCH ST / SUMMER ST,42.3544,1899-12-30T08:19:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0539 42.3548),-71.0539,2015-02-28T00:00:00.000Z,HOND,141,PEARL ST,1371,2015-02-28T16:44:00.000Z,PA,A14,MA,,8,125 PEARL ST,42.3548,1899-12-30T11:44:00.000Z,92,METER FEE UNPAID,4D,125,1,25
POINT (-71.073 42.2997),-71.073,2015-02-26T00:00:00.000Z,SUBA,248,BOWDOIN ST,2809,2015-02-26T14:03:00.000Z,PA,A07,MA,,2,18 BOWDOIN ST,42.2997,1899-12-30T09:03:00.000Z,92,METER FEE UNPAID,4D,18,1,25
POINT (-71.0292 42.3642),-71.0292,2015-02-27T00:00:00.000Z,TOYT,275,SUMNER ST,7308,2015-02-27T20:59:00.000Z,PA,EB,MA,,4,545 SUMNER ST,42.3642,1899-12-30T15:59:00.000Z,329,OVER POST LIM-ZONE B,4D,545,1,25
POINT (-71.0933 42.3251),-71.0933,2015-02-24T00:00:00.000Z,LEXU,304,HIGHLAND ST,11899,2015-02-25T01:42:00.000Z,PA,D05,MA,NO STOPPING - ANYTIME,8,HIGHLAND ST / FORT AVE,42.3251,1899-12-30T20:42:00.000Z,14,NO STOP OR STAND,4D,0,1,75
POINT (-71.0688 42.343),-71.0688,2015-02-25T00:00:00.000Z,JEEP,239,SHAWMUT AVE,4515,2015-02-25T13:49:00.000Z,PA,E06,MA,,8,274 SHAWMUT AVE,42.343,1899-12-30T08:49:00.000Z,93,DOUBLE PARK ZONE A,4D,274,1,45
POINT (-71.0574 42.3507),-71.0574,2015-02-24T00:00:00.000Z,JEEP,116,SOUTH ST,15082,2015-02-24T17:35:00.000Z,PA,A20,MA,,2,SOUTH ST / BEACH ST,42.3507,1899-12-30T12:35:00.000Z,92,METER FEE UNPAID,FW,0,1,25
